8 threads:
4096 blocks per slice
i 01813 v 00000000050c0800
i 01814 v 000000000516623b
i 01815 v 0000000005181279
i 01816 v 000000000518a409
i 01817 v 00000000051afe5d
i 01818 v 00000000051d83c0
i 01819 v 0000000005213274
i 01820 v 000000000524d2ec
i 01821 v 000000000525ce89
i 01822 v 000000000529a000
i 01823 v 00000000052a593c
i 01824 v 00000000052b532c
i 01825 v 00000000052cc605
i 01826 v 00000000052d5b65
i 01827 v 00000000052f7fe6
i 01828 v 000000000531815f
i 01829 v 000000000531ddb1
i 01830 v 0000000005337a1e
i 01831 v 000000000538647a
i 01832 v 00000000053b8db8
i 01833 v 00000000053c026c
i 01834 v 00000000053f82e6
i 01835 v 000000000541fdc6
i 01836 v 000000000546043e
i 01837 v 000000000546704a
i 01838 v 00000000054ada83
i 01839 v 0000000005503c97
i 01840 v 000000000550f901
i 01841 v 0000000005541153
i 01842 v 000000000554b8e2
i 01843 v 00000000055ba6c5
i 01844 v 00000000055e9906
i 01845 v 0000000005602194
i 01846 v 0000000005623b2c
i 01847 v 000000000562b1b7
i 01848 v 00000000056a8e6e
i 01849 v 00000000056df6cf
i 01850 v 00000000057581f5
i 01851 v 000000000576fe67
i 01852 v 0000000005789f02
i 01853 v 00000000057eee4a
i 01854 v 0000000005800486
i 01855 v 00000000058167fc
i 01856 v 000000000582e9e8
i 01857 v 000000000582f658
i 01858 v 000000000586d632
i 01859 v 0000000005885a1f
i 01860 v 000000000588ec12
i 01861 v 00000000058cd9e3
i 01862 v 000000000593a163
i 01863 v 0000000005955daf
i 01864 v 0000000005967c53
i 01865 v 000000000598064e
i 01866 v 00000000059a1125
i 01867 v 0000000005a13220
i 01868 v 0000000005a3c7dd
i 01869 v 0000000005a4f918
i 01870 v 0000000005a589ed
i 01871 v 0000000005ab94c7
i 01872 v 0000000005b810b7
i 01873 v 0000000005b9e079
i 01874 v 0000000005bcc483
i 01875 v 0000000005c15d29
i 01876 v 0000000005c177a5
i 01877 v 0000000005c4d1b1
i 01878 v 0000000005c7da3b
i 01879 v 0000000005c7ff28
i 01880 v 0000000005d6853d
i 01881 v 0000000005d6f50a
i 01882 v 0000000005da4f57
i 01883 v 0000000005e0183a
i 01884 v 0000000005e047f0
i 01885 v 0000000005e8262e
i 01886 v 0000000005ef80f1
i 01887 v 0000000005f26fc3
i 01888 v 0000000005f90893
i 01889 v 0000000005fe9e13
i 01890 v 0000000005fee629
i 01891 v 0000000005ff9774
i 01892 v 00000000060c6f62
i 01893 v 00000000060f7a3f
i 01894 v 0000000006128636
i 01895 v 0000000006145bee
i 01896 v 00000000061a7375
i 01897 v 000000000620b554
i 01898 v 000000000623b299
i 01899 v 0000000006263f39
i 01900 v 00000000062c927a
i 01901 v 000000000632821e
i 01902 v 000000000633a0cb
i 01903 v 000000000639dc47
i 01904 v 00000000063b3768
i 01905 v 00000000063e2629
i 01906 v 000000000642cc6b
i 01907 v 000000000645398e
i 01908 v 0000000006464284
i 01909 v 00000000064d6456
i 01910 v 000000000651cab2
i 01911 v 0000000006535910
i 01912 v 000000000654e598
i 01913 v 000000000657457c
i 01914 v 000000000659433a
i 01915 v 00000000065d337d
i 01916 v 00000000065ea0db
i 01917 v 00000000066474d8
i 01918 v 000000000667431f
i 01919 v 000000000668b781
i 01920 v 000000000669aca7
i 01921 v 000000000671408d
i 01922 v 0000000006741c1b
i 01923 v 00000000067423e4
i 01924 v 00000000067703c2
i 01925 v 0000000006777401
i 01926 v 000000000678de10
i 01927 v 000000000680b692
i 01928 v 000000000683605f
i 01929 v 0000000006856102
i 01930 v 000000000686de3f
i 01931 v 000000000686f216
i 01932 v 000000000689452c
i 01933 v 00000000068bb8ec
i 01934 v 000000000696d536
i 01935 v 00000000069bd469
i 01936 v 00000000069c000b
i 01937 v 0000000006a1398b
i 01938 v 0000000006a21940
i 01939 v 0000000006a69a86
i 01940 v 0000000006aa0de2
i 01941 v 0000000006aaf8e7
i 01942 v 0000000006ad20bf
i 01943 v 0000000006adfb85
i 01944 v 0000000006b0c101
i 01945 v 0000000006b48571
i 01946 v 0000000006bb8c63
i 01947 v 0000000006bf5c50
i 01948 v 0000000006c07729
i 01949 v 0000000006ca5224
i 01950 v 0000000006cce624
i 01951 v 0000000006d469f2
i 01952 v 0000000006dd06bf
i 01953 v 0000000006e3a7b3
i 01954 v 0000000006f4a988
i 01955 v 0000000006f4baf4
i 01956 v 000000000703d0b0
i 01957 v 0000000007047af0
i 01958 v 000000000706cba2
i 01959 v 000000000707626a
i 01960 v 000000000708d535
i 01961 v 000000000709abad
i 01962 v 00000000070a98ad
i 01963 v 0000000007105632
i 01964 v 0000000007167d5d
i 01965 v 0000000007189e49
i 01966 v 00000000071e5a7e
i 01967 v 00000000071f3f89
i 01968 v 0000000007229b2c
i 01969 v 0000000007260b41
i 01970 v 00000000072ae021
i 01971 v 00000000072b1be1
i 01972 v 0000000007332e39
i 01973 v 0000000007346cf8
i 01974 v 000000000737b49e
i 01975 v 000000000737c7f5
i 01976 v 000000000740909b
i 01977 v 0000000007415f7d
i 01978 v 000000000749fcdc
i 01979 v 00000000074c8289
i 01980 v 000000000751c315
i 01981 v 0000000007555d61
i 01982 v 0000000007558925
i 01983 v 00000000075907ce
i 01984 v 00000000076110d8
i 01985 v 000000000764e4ba
i 01986 v 0000000007776687
i 01987 v 00000000077fe5f3
i 01988 v 000000000785a0c4
i 01989 v 0000000007861843
i 01990 v 0000000007878b93
i 01991 v 0000000007890248
i 01992 v 00000000078b35e2
i 01993 v 000000000791c03b
i 01994 v 000000000791df12
i 01995 v 0000000007922b37
i 01996 v 000000000796b4bd
i 01997 v 000000000798e876
i 01998 v 0000000007a60bbf
i 01999 v 0000000007ad8ad2
i 02000 v 0000000007b37f48
i 02001 v 0000000007b64f95
i 02002 v 0000000007b7ec19
i 02003 v 0000000007b93a08
i 02004 v 0000000007b98cb1
i 02005 v 0000000007baf99b
i 02006 v 0000000007bc7f77
i 02007 v 0000000007bf95b3
i 02008 v 0000000007c35f53
i 02009 v 0000000007c3ace2
i 02010 v 0000000007c690d2
i 02011 v 0000000007cf4083
i 02012 v 0000000007d78db7
i 02013 v 0000000007dddd11
i 02014 v 0000000007e8d86f
i 02015 v 0000000007f14b83
i 02016 v 0000000007f7128c
i 02017 v 0000000007fd2abe
i 02018 v 0000000008000000
0.379 ms for 27 check bits
i 02019 v 00000000080001c1
i 02020 v 00000000080002b3
i 02021 v 0000000008000489
i 02022 v 000000000800072f
i 02023 v 0000000008000d97
i 02024 v 00000000080012c5
i 02025 v 0000000008001781
i 02026 v 000000000800211b
i 02027 v 0000000008002bbb
i 02028 v 0000000008003d9b
i 02029 v 0000000008004d28
i 02030 v 00000000080054ba
i 02031 v 0000000008005ff9
i 02032 v 00000000080066ca
i 02033 v 0000000008006af5
i 02034 v 00000000080077b1
i 02035 v 000000000800ac4d
i 02036 v 000000000800b156
i 02037 v 000000000800e109
i 02038 v 000000000800fd61
i 02039 v 0000000008012738
i 02040 v 00000000080146f9
i 02041 v 0000000008016da6
i 02042 v 00000000080181fb
i 02043 v 0000000008018518
i 02044 v 000000000801882c
i 02045 v 000000000801bf82
i 02046 v 000000000801fe30
i 02047 v 0000000008020394
i 02048 v 0000000008021935
i 02049 v 00000000080287ad
i 02050 v 000000000802a79c
i 02051 v 000000000802d873
i 02052 v 000000000802f33b
i 02053 v 00000000080306e8
i 02054 v 0000000008037398
i 02055 v 0000000008038d06
i 02056 v 000000000803d607
i 02057 v 0000000008042e89
i 02058 v 00000000080430d6
i 02059 v 000000000804cdb8
i 02060 v 000000000805008e
i 02061 v 0000000008050e49
i 02062 v 0000000008055446
i 02063 v 0000000008060603
i 02064 v 0000000008064196
i 02065 v 0000000008068362
i 02066 v 000000000806a912
i 02067 v 000000000807b318
i 02068 v 000000000807d25b
i 02069 v 000000000807ddcd
i 02070 v 000000000808003b
i 02071 v 0000000008086ed8
i 02072 v 00000000080903e8
i 02073 v 0000000008090ea4
i 02074 v 00000000080a5a84
i 02075 v 00000000080ab88e
i 02076 v 00000000080b4429
i 02077 v 00000000080b94a0
i 02078 v 00000000080be10d
i 02079 v 00000000080c7182
i 02080 v 00000000080d263c
i 02081 v 00000000080d8ad7
i 02082 v 00000000080dd2fd
i 02083 v 00000000080e0a4c
i 02084 v 00000000080f0402
i 02085 v 00000000080fb6e5
i 02086 v 000000000810c6a1
i 02087 v 000000000811a56a
i 02088 v 000000000811dfb9
i 02089 v 000000000811f157
i 02090 v 000000000812094b
i 02091 v 0000000008145c7b
i 02092 v 0000000008148c54
i 02093 v 000000000815060e
i 02094 v 000000000815d440
i 02095 v 0000000008171dbe
i 02096 v 00000000081768ab
i 02097 v 000000000817ee5c
i 02098 v 00000000081996e9
i 02099 v 00000000081a0586
i 02100 v 00000000081a4143
i 02101 v 00000000081a72a8
i 02102 v 00000000081a8365
i 02103 v 00000000081c7a9f
i 02104 v 00000000081cf349
i 02105 v 00000000081d23bc
i 02106 v 00000000081d2604
i 02107 v 00000000081e6d10
i 02108 v 00000000081ea395
i 02109 v 00000000082321c4
i 02110 v 000000000823cc85
i 02111 v 0000000008244117
i 02112 v 000000000824ea1c
i 02113 v 0000000008257db0
i 02114 v 0000000008259043
i 02115 v 000000000826ba8e
i 02116 v 0000000008289107
i 02117 v 000000000828c90a
i 02118 v 0000000008295daf
i 02119 v 000000000829f013
i 02120 v 00000000082a46a9
i 02121 v 00000000082aa908
i 02122 v 00000000082c8a1b
i 02123 v 00000000082d423f
i 02124 v 00000000082e6ab4
i 02125 v 00000000082ebd8d
i 02126 v 00000000083019ce
i 02127 v 0000000008306b04
i 02128 v 0000000008313224
i 02129 v 00000000083284fb
i 02130 v 0000000008342db5
i 02131 v 0000000008351c0b
i 02132 v 000000000835c522
i 02133 v 000000000836e736
i 02134 v 0000000008388e70
i 02135 v 00000000083a4763
i 02136 v 00000000083adbdb
i 02137 v 00000000083b707d
i 02138 v 00000000083d2f33
i 02139 v 00000000083e7ead
i 02140 v 000000000841032d
i 02141 v 000000000844a063
i 02142 v 000000000844eb87
i 02143 v 0000000008452779
i 02144 v 0000000008477fcb
i 02145 v 000000000848e6ad
i 02146 v 0000000008494fe1
i 02147 v 000000000849fe21
i 02148 v 00000000084b7bf0
i 02149 v 00000000084e2564
i 02150 v 00000000084eb48d
i 02151 v 00000000084fee43
i 02152 v 000000000850950f
i 02153 v 00000000085211c2
i 02154 v 0000000008526714
i 02155 v 000000000852e3a5
i 02156 v 000000000853cbfb
i 02157 v 000000000854110d
i 02158 v 0000000008574d26
i 02159 v 000000000858f089
i 02160 v 00000000085baf25
i 02161 v 00000000085e1c6c
i 02162 v 00000000085e881a
i 02163 v 0000000008608f2c
i 02164 v 00000000086129f3
i 02165 v 000000000861f7f6
i 02166 v 00000000086458e4
i 02167 v 000000000866a280
i 02168 v 0000000008699677
i 02169 v 00000000086a27d1
i 02170 v 00000000086c13d6
i 02171 v 0000000008722edb
i 02172 v 000000000872dc7a
i 02173 v 00000000087311e5
i 02174 v 000000000873719d
i 02175 v 0000000008754c06
i 02176 v 000000000877e4ff
i 02177 v 0000000008787651
i 02178 v 00000000087df88c
i 02179 v 000000000880d1e6
i 02180 v 000000000883c1e7
i 02181 v 00000000088544f2
i 02182 v 000000000885d6a9
i 02183 v 000000000887da37
i 02184 v 0000000008893373
i 02185 v 00000000088c7757
i 02186 v 00000000088d9d5d
i 02187 v 00000000088e6bf2
i 02188 v 00000000088e8895
i 02189 v 00000000089212b5
i 02190 v 0000000008923739
i 02191 v 00000000089475f6
i 02192 v 0000000008987988
i 02193 v 0000000008997205
i 02194 v 00000000089ff506
i 02195 v 0000000008a0442b
i 02196 v 0000000008a1503e
i 02197 v 0000000008a2153f
i 02198 v 0000000008a3985d
i 02199 v 0000000008a49510
i 02200 v 0000000008a4e1df
i 02201 v 0000000008a51b18
i 02202 v 0000000008a5b247
i 02203 v 0000000008ae1449
i 02204 v 0000000008aff38d
i 02205 v 0000000008b1a028
i 02206 v 0000000008b1cfd7
i 02207 v 0000000008b2d7c5
i 02208 v 0000000008b6942b
i 02209 v 0000000008b78484
i 02210 v 0000000008b81640
i 02211 v 0000000008c1a389
i 02212 v 0000000008c1cfb5
i 02213 v 0000000008c57ad5
i 02214 v 0000000008c766e5
i 02215 v 0000000008c7eabd
i 02216 v 0000000008c9f33c
i 02217 v 0000000008ca85c4
i 02218 v 0000000008ce03e9
i 02219 v 0000000008cf5982
i 02220 v 0000000008d2fd97
i 02221 v 0000000008d30fba
i 02222 v 0000000008d480f7
i 02223 v 0000000008d72957
i 02224 v 0000000008d9e4a4
i 02225 v 0000000008dc57b2
i 02226 v 0000000008dd3bba
i 02227 v 0000000008e11b42
i 02228 v 0000000008e580e4
i 02229 v 0000000008e64a9c
i 02230 v 0000000008e96e63
i 02231 v 0000000008ecc272
i 02232 v 0000000008ecfc13
i 02233 v 0000000008edcab8
i 02234 v 0000000008f1d47f
i 02235 v 0000000008f476b4
i 02236 v 0000000008f58e4e
i 02237 v 0000000008f951ea
i 02238 v 0000000009024c98
i 02239 v 000000000906673a
i 02240 v 00000000090f3c85
i 02241 v 00000000090f8047
i 02242 v 0000000009138686
i 02243 v 0000000009150660
i 02244 v 00000000091603f9
i 02245 v 000000000918d152
i 02246 v 00000000091a6461
i 02247 v 00000000091cd570
i 02248 v 00000000091fe40a
i 02249 v 00000000092070bc
i 02250 v 000000000920848d
i 02251 v 000000000920b098
i 02252 v 0000000009242541
i 02253 v 000000000927abaa
i 02254 v 000000000928801b
i 02255 v 00000000092b0d63
i 02256 v 00000000092b2b73
i 02257 v 00000000092e1161
i 02258 v 0000000009373a4e
i 02259 v 00000000093a2ca3
i 02260 v 00000000093d36e4
i 02261 v 0000000009407759
i 02262 v 000000000941489b
i 02263 v 000000000941a61a
i 02264 v 000000000941f4ac
i 02265 v 0000000009440487
i 02266 v 000000000944fc2c
i 02267 v 000000000945124d
i 02268 v 00000000094f1230
i 02269 v 0000000009501d9d
i 02270 v 0000000009507ade
i 02271 v 0000000009532627
i 02272 v 00000000095bf813
i 02273 v 00000000095ce5f0
i 02274 v 00000000095fa1a0
i 02275 v 000000000965d8cb
i 02276 v 000000000968fb54
i 02277 v 00000000096c6ab5
i 02278 v 00000000096f6a31
i 02279 v 000000000972a9d0
i 02280 v 00000000097afb7c
i 02281 v 00000000097c5a6f
i 02282 v 00000000097e29b4
i 02283 v 000000000982c4a3
i 02284 v 000000000988873e
i 02285 v 00000000098ace4f
i 02286 v 00000000098c9f7d
i 02287 v 00000000098ca126
i 02288 v 000000000991f7df
i 02289 v 00000000099471cc
i 02290 v 0000000009995361
i 02291 v 00000000099a1829
i 02292 v 00000000099bbae5
i 02293 v 00000000099da213
i 02294 v 0000000009a16947
i 02295 v 0000000009a253a9
i 02296 v 0000000009a57911
i 02297 v 0000000009a8c93a
i 02298 v 0000000009b05b25
i 02299 v 0000000009b1b46b
i 02300 v 0000000009b548a6
i 02301 v 0000000009baae9d
i 02302 v 0000000009bcdbf9
i 02303 v 0000000009c2b1f6
i 02304 v 0000000009c2cc09
i 02305 v 0000000009c8a8da
i 02306 v 0000000009cdfeba
i 02307 v 0000000009d49ad9
i 02308 v 0000000009d904e6
i 02309 v 0000000009de66f1
i 02310 v 0000000009e10be2
i 02311 v 0000000009e5063a
i 02312 v 0000000009e81102
i 02313 v 0000000009ef1538
i 02314 v 0000000009fa4e92
i 02315 v 0000000009fe4793
i 02316 v 0000000009fe7e5c
i 02317 v 000000000a059601
i 02318 v 000000000a0d4375
i 02319 v 000000000a14fc37
i 02320 v 000000000a1b3ebb
i 02321 v 000000000a1ea5f8
i 02322 v 000000000a218132
i 02323 v 000000000a275be2
i 02324 v 000000000a28b95c
i 02325 v 000000000a2aa30f
i 02326 v 000000000a2b6567
i 02327 v 000000000a3059ad
i 02328 v 000000000a32f571
i 02329 v 000000000a36d644
i 02330 v 000000000a372e71
i 02331 v 000000000a38d8b8
i 02332 v 000000000a41bf0f
i 02333 v 000000000a43d7fc
i 02334 v 000000000a459e92
i 02335 v 000000000a49e907
i 02336 v 000000000a4da3b9
i 02337 v 000000000a4dc8b7
i 02338 v 000000000a52f3d8
i 02339 v 000000000a5dfa7d
i 02340 v 000000000a636b4b
i 02341 v 000000000a64fe2f
i 02342 v 000000000a680bc7
i 02343 v 000000000a69ac3d
i 02344 v 000000000a720877
i 02345 v 000000000a752079
i 02346 v 000000000a77d627
i 02347 v 000000000a7a6b91
i 02348 v 000000000a7deb54
i 02349 v 000000000a7e0620
i 02350 v 000000000a805fc5
i 02351 v 000000000a81a2de
i 02352 v 000000000a842374
i 02353 v 000000000a84c392
i 02354 v 000000000a86b2af
i 02355 v 000000000a8ef421
i 02356 v 000000000a8f0a41
i 02357 v 000000000a8ff17a
i 02358 v 000000000a913c50
i 02359 v 000000000a950b4d
i 02360 v 000000000a9b5327
i 02361 v 000000000a9eb364
i 02362 v 000000000aab8171
i 02363 v 000000000aae2904
i 02364 v 000000000ab04ace
i 02365 v 000000000ab6f2bf
i 02366 v 000000000ab80212
i 02367 v 000000000abe0490
i 02368 v 000000000acb2190
i 02369 v 000000000ad39e76
i 02370 v 000000000ad63356
i 02371 v 000000000ad6bc83
i 02372 v 000000000ada8eaf
i 02373 v 000000000adb24bc
i 02374 v 000000000ae3f7ec
i 02375 v 000000000ae43ac4
i 02376 v 000000000aeba842
i 02377 v 000000000af38249
i 02378 v 000000000af7f4bc
i 02379 v 000000000afca2b7
i 02380 v 000000000b006c56
i 02381 v 000000000b01f583
i 02382 v 000000000b03e78b
i 02383 v 000000000b0553af
i 02384 v 000000000b06bd7e
i 02385 v 000000000b092496
i 02386 v 000000000b0f31c2
i 02387 v 000000000b1198d0
i 02388 v 000000000b171c40
i 02389 v 000000000b1b1a70
i 02390 v 000000000b233428
i 02391 v 000000000b2d4fad
i 02392 v 000000000b313aba
i 02393 v 000000000b338c0b
i 02394 v 000000000b346394
i 02395 v 000000000b34d9af
i 02396 v 000000000b3f6359
i 02397 v 000000000b4061fc
i 02398 v 000000000b46f463
i 02399 v 000000000b4c38b8
i 02400 v 000000000b501c70
i 02401 v 000000000b61fda5
i 02402 v 000000000b66ceec
i 02403 v 000000000b693cb8
i 02404 v 000000000b69c2d0
i 02405 v 000000000b718893
i 02406 v 000000000b74bc57
i 02407 v 000000000b7a724c
i 02408 v 000000000b8653f4
i 02409 v 000000000b88722d
i 02410 v 000000000b93d65d
i 02411 v 000000000b94011e
i 02412 v 000000000b9739f8
i 02413 v 000000000ba080f8
i 02414 v 000000000ba24d2f
i 02415 v 000000000ba3ec89
i 02416 v 000000000bae2723
i 02417 v 000000000bb0a6fe
i 02418 v 000000000bb382f1
i 02419 v 000000000bb4e750
i 02420 v 000000000bb70d0d
i 02421 v 000000000bbd0a59
i 02422 v 000000000bbe8bbe
i 02423 v 000000000bc37417
i 02424 v 000000000bc416b8
i 02425 v 000000000bcf997d
i 02426 v 000000000bd8c917
i 02427 v 000000000be4b8d4
i 02428 v 000000000bf0397e
i 02429 v 000000000bff10fd
i 02430 v 000000000c0816e9
i 02431 v 000000000c10737f
i 02432 v 000000000c1b7a8e
i 02433 v 000000000c1e3414
i 02434 v 000000000c298277
i 02435 v 000000000c2eb6a0
i 02436 v 000000000c30d4e5
i 02437 v 000000000c3961f3
i 02438 v 000000000c3de0bc
i 02439 v 000000000c42cb9f
i 02440 v 000000000c4ad74d
i 02441 v 000000000c53c65e
i 02442 v 000000000c5a1a56
i 02443 v 000000000c6002eb
i 02444 v 000000000c60fa6b
i 02445 v 000000000c6d1fbc
i 02446 v 000000000c6e1f2c
i 02447 v 000000000c747f96
i 02448 v 000000000c798748
i 02449 v 000000000c7e4371
i 02450 v 000000000c822d2f
i 02451 v 000000000c8c839b
i 02452 v 000000000c8d37fa
i 02453 v 000000000c90fd5c
i 02454 v 000000000c9b60d7
i 02455 v 000000000c9c5916
i 02456 v 000000000c9f4974
i 02457 v 000000000ca73e49
i 02458 v 000000000cac3e59
i 02459 v 000000000cb1765f
i 02460 v 000000000cbf4748
i 02461 v 000000000cc28c29
i 02462 v 000000000cc2ddf6
i 02463 v 000000000ccd88b4
i 02464 v 000000000cd4557f
i 02465 v 000000000ce26d00
i 02466 v 000000000ce54f79
i 02467 v 000000000cf4dbd1
i 02468 v 000000000cfa0418
i 02469 v 000000000cfeedde
i 02470 v 000000000d03ab0e
i 02471 v 000000000d058818
i 02472 v 000000000d05de69
i 02473 v 000000000d0b5a7a
i 02474 v 000000000d0f69e1
i 02475 v 000000000d0fbbaa
i 02476 v 000000000d1223b9
i 02477 v 000000000d13dec4
i 02478 v 000000000d1c39ec
i 02479 v 000000000d23193f
i 02480 v 000000000d2805c9
i 02481 v 000000000d2ddfd9
i 02482 v 000000000d3b8348
i 02483 v 000000000d4047a4
i 02484 v 000000000d41fe19
i 02485 v 000000000d44ea34
i 02486 v 000000000d4556bf
i 02487 v 000000000d4dc197
i 02488 v 000000000d556655
i 02489 v 000000000d56f2e3
i 02490 v 000000000d61a4d4
i 02491 v 000000000d6afaed
i 02492 v 000000000d6b419b
i 02493 v 000000000d6c5168
i 02494 v 000000000d7180c2
i 02495 v 000000000d7aecbb
i 02496 v 000000000d86c1ee
i 02497 v 000000000da44e4a
i 02498 v 000000000da4a351
i 02499 v 000000000da8c74b
i 02500 v 000000000dae66cd
i 02501 v 000000000dafc66c
i 02502 v 000000000db03ca7
i 02503 v 000000000db37c72
i 02504 v 000000000dbc0169
i 02505 v 000000000dc8a182
i 02506 v 000000000dcb0d1d
i 02507 v 000000000dd49933
i 02508 v 000000000dd6c7db
i 02509 v 000000000dd7a767
i 02510 v 000000000de338e1
i 02511 v 000000000decbcd2
i 02512 v 000000000dee7a02
i 02513 v 000000000e0043f8
i 02514 v 000000000e01ff89
i 02515 v 000000000e03642f
i 02516 v 000000000e06cfe2
i 02517 v 000000000e0c77fa
i 02518 v 000000000e109fb0
i 02519 v 000000000e185ae4
i 02520 v 000000000e2f060d
i 02521 v 000000000e322a78
i 02522 v 000000000e389e17
i 02523 v 000000000e3c086b
i 02524 v 000000000e4682fe
i 02525 v 000000000e4a54eb
i 02526 v 000000000e4c5266
i 02527 v 000000000e4fc799
i 02528 v 000000000e50d4c6
i 02529 v 000000000e5a3927
i 02530 v 000000000e5e3019
i 02531 v 000000000e6ad0ab
i 02532 v 000000000e6bbe31
i 02533 v 000000000e7f94be
i 02534 v 000000000e83d1fb
i 02535 v 000000000e8bc356
i 02536 v 000000000e943450
i 02537 v 000000000ea6e287
i 02538 v 000000000eacb034
i 02539 v 000000000eb6f2e4
i 02540 v 000000000ebfde91
i 02541 v 000000000ec2bf8d
i 02542 v 000000000ec2face
i 02543 v 000000000ec3337e
i 02544 v 000000000ecd164d
i 02545 v 000000000ed3051c
i 02546 v 000000000ed48803
i 02547 v 000000000eeaaaf4
i 02548 v 000000000ef43866
i 02549 v 000000000effa24f
i 02550 v 000000000f0ceb1f
i 02551 v 000000000f1437cc
i 02552 v 000000000f242535
i 02553 v 000000000f253797
i 02554 v 000000000f4c578c
i 02555 v 000000000f545df4
i 02556 v 000000000f594a5c
i 02557 v 000000000f64c291
i 02558 v 000000000f6913f6
i 02559 v 000000000f7b08a0
i 02560 v 000000000f7ee082
i 02561 v 000000000f905b5f
i 02562 v 000000000f915a39
i 02563 v 000000000f95a239
i 02564 v 000000000fb24044
i 02565 v 000000000fc03979
i 02566 v 000000000fc12d4d
i 02567 v 000000000fc268bc
i 02568 v 000000000fc5df44
i 02569 v 000000000fc63338
i 02570 v 000000000fcc6165
i 02571 v 000000000fd3e799
i 02572 v 000000000fdf91d5
i 02573 v 000000000fe91dd1
i 02574 v 000000000fe940d3
i 02575 v 000000000fe9e73c
i 02576 v 000000000ff0ab22
i 02577 v 0000000010000000
1.344 ms for 28 check bits
i 02578 v 00000000100001e5
i 02579 v 00000000100002b9
i 02580 v 000000001000052e
i 02581 v 000000001000084f
i 02582 v 0000000010001147
i 02583 v 0000000010001771
i 02584 v 0000000010001ccd
i 02585 v 000000001000255b
i 02586 v 0000000010002961
i 02587 v 0000000010004293
i 02588 v 00000000100050fc
i 02589 v 0000000010005930
i 02590 v 00000000100065a6
i 02591 v 000000001000767c
i 02592 v 0000000010008ec6
i 02593 v 000000001000901d
i 02594 v 000000001000962d
i 02595 v 000000001000a21c
i 02596 v 000000001000d7b2
i 02597 v 000000001000ea4c
i 02598 v 00000000100120fa
i 02599 v 00000000100139ad
i 02600 v 0000000010015567
i 02601 v 0000000010016e84
i 02602 v 000000001001c25a
i 02603 v 00000000100218bf
i 02604 v 000000001002214c
i 02605 v 0000000010024a74
i 02606 v 0000000010027ea4
i 02607 v 0000000010028485
i 02608 v 000000001002e4fb
i 02609 v 00000000100305eb
i 02610 v 00000000100309fc
i 02611 v 00000000100317a6
i 02612 v 0000000010044c3a
i 02613 v 000000001004bb8a
i 02614 v 000000001004fb3a
i 02615 v 0000000010053fd8
i 02616 v 0000000010058263
i 02617 v 000000001005b496
i 02618 v 000000001005fddf
i 02619 v 0000000010060dbf
i 02620 v 0000000010066491
i 02621 v 000000001006a317
i 02622 v 0000000010075eff
i 02623 v 00000000100783e1
i 02624 v 00000000100850ae
i 02625 v 0000000010088e67
i 02626 v 000000001008b9c6
i 02627 v 0000000010092406
i 02628 v 0000000010096618
i 02629 v 000000001009b122
i 02630 v 00000000100a8d7d
i 02631 v 00000000100ae004
i 02632 v 00000000100b1ec7
i 02633 v 00000000100b8ba8
i 02634 v 00000000100bb6b8
i 02635 v 00000000100bca2a
i 02636 v 00000000100c0f44
i 02637 v 00000000100ce397
i 02638 v 00000000100d234d
i 02639 v 00000000100d7440
i 02640 v 00000000100de1df
i 02641 v 00000000100e6929
i 02642 v 0000000010100b30
i 02643 v 000000001010785d
i 02644 v 0000000010113ff5
i 02645 v 000000001011c3af
i 02646 v 00000000101386b2
i 02647 v 000000001013e198
i 02648 v 0000000010144c6d
i 02649 v 0000000010148ce5
i 02650 v 000000001014ade6
i 02651 v 000000001017f000
i 02652 v 00000000101804d9
i 02653 v 00000000101835e2
i 02654 v 000000001018ef57
i 02655 v 0000000010198003
i 02656 v 00000000101a0165
i 02657 v 00000000101bc3fa
i 02658 v 00000000101c5502
i 02659 v 00000000101dde0c
i 02660 v 00000000101e8d84
i 02661 v 00000000101eab97
i 02662 v 00000000101f2f71
i 02663 v 0000000010212c1c
i 02664 v 00000000102142d7
i 02665 v 0000000010222d2b
i 02666 v 0000000010235ebe
i 02667 v 000000001024c8a8
i 02668 v 00000000102549d8
i 02669 v 000000001025a1e2
i 02670 v 00000000102614c8
i 02671 v 0000000010278043
i 02672 v 000000001028d0ef
i 02673 v 0000000010295064
i 02674 v 000000001029c6a1
i 02675 v 00000000102ac561
i 02676 v 00000000102b27fa
i 02677 v 00000000102ea9b4
i 02678 v 00000000102ecbbc
i 02679 v 000000001030c1c4
i 02680 v 00000000103182c1
i 02681 v 0000000010321761
i 02682 v 00000000103222c2
i 02683 v 00000000103484b6
i 02684 v 0000000010352515
i 02685 v 0000000010354bf3
i 02686 v 000000001036600f
i 02687 v 0000000010393559
i 02688 v 0000000010393caa
i 02689 v 00000000103aebf3
i 02690 v 00000000103bd4ae
i 02691 v 00000000103ee34b
i 02692 v 00000000104189c2
i 02693 v 000000001041c62d
i 02694 v 00000000104374cb
i 02695 v 00000000104547d0
i 02696 v 000000001045bfe7
i 02697 v 000000001046b8f8
i 02698 v 000000001049b5f9
i 02699 v 00000000104b8d5c
i 02700 v 00000000104c166f
i 02701 v 00000000104c6597
i 02702 v 00000000104e55d1
i 02703 v 0000000010509145
i 02704 v 000000001052daf9
i 02705 v 000000001052e849
i 02706 v 0000000010535186
i 02707 v 000000001053b1e4
i 02708 v 000000001054120b
